0.344,-0.862,0
-0.005,-0.922,0
-0.245,1.511,0
-1.625,0.033,0
2.079,-0.984,0
-1.257,-1.364,0
-0.419,-0.186,0
-0.855,1.763,0
0.042,-0.074,0
1.288,-1.100,0
1.018,0.459,0
0.932,-1.050,0
0.176,1.812,0
-0.661,-0.551,0
-0.449,-0.927,0
0.286,-0.534,0
2.379,-0.143,0
-0.012,0.847,0
-0.895,-0.650,0
1.180,-0.812,0
0.308,-0.264,0
-0.952,-0.131,0
0.433,1.365,0
-0.590,-0.436,0
-1.972,0.146,0
-0.133,-0.485,0
-0.959,-0.994,0
0.089,1.442,0
-1.408,1.285,0
2.518,-0.946,0
-0.415,-1.246,0
0.279,-1.831,0
-0.811,1.683,0
1.540,-1.219,0
0.468,-1.174,0
1.438,0.289,0
-0.927,0.272,0
-1.087,-0.943,0
-0.227,0.596,0
0.613,1.094,0
-0.235,-0.077,0
-0.644,0.633,0
0.421,-0.464,0
0.404,-1.833,0
1.266,-0.049,0
-0.839,1.014,0
0.952,0.456,0
1.761,-0.195,0
-0.076,-0.065,0
-0.145,-0.353,0
-1.081,-0.721,0
-0.443,-0.204,0
-0.311,0.177,0
-1.360,0.463,0
-0.184,-0.374,0
-1.112,0.640,0
0.441,1.081,0
-0.901,-1.249,0
-2.140,-0.590,0
-0.068,1.600,0
-0.492,-0.450,0
0.385,-0.148,0
1.893,-0.139,0
-0.826,-0.365,0
-0.939,-1.607,0
-0.595,1.434,0
-0.221,-0.668,0
0.107,-0.015,0
0.455,-1.787,0
-0.239,-0.355,0
-1.047,0.452,0
-1.188,0.219,0
0.263,0.421,0
1.373,0.238,0
0.574,-0.391,0
0.640,0.754,0
-0.172,0.004,0
0.777,1.363,0
0.177,-1.089,0
0.095,-0.603,0
0.775,-0.339,0
1.057,-1.062,0
0.846,-0.234,0
-0.684,-0.900,0
-0.567,1.726,0
-0.673,0.279,0
0.102,-0.915,0
0.887,-1.828,0
0.532,-0.089,0
-1.553,-1.796,0
-1.151,2.465,0
0.026,-0.511,0
-0.301,0.483,0
-0.338,-1.276,0
0.137,-2.762,0
-0.472,-2.597,0
-1.413,2.002,0
0.860,0.343,0
-1.284,-0.463,0
0.387,0.474,0
4.465,-0.013,1
2.878,-1.835,1
7.269,2.080,1
7.513,-0.040,1
3.849,-1.020,1
7.555,1.429,1
8.151,1.545,1
4.755,-1.472,1
7.313,2.269,1
6.545,1.102,1
4.297,-2.494,1
5.955,0.364,1
6.851,-0.686,1
7.178,0.263,1
5.638,-2.222,1
2.678,-0.693,1
6.935,1.825,1
7.275,-1.166,1
5.438,0.615,1
6.679,1.065,1
5.674,0.648,1
5.366,-0.580,1
5.832,1.040,1
5.404,-0.953,1
3.917,-0.770,1
8.931,0.946,1
8.246,1.366,1
